date,sales,units_sold,average_price,promotion,promotion_intensity,holiday
2025-11-28,1665919.0,433.0,3851.0,1,0.25,0.0
2025-11-29,1830400.0,472.0,3875.0,1,0.25,0.0
2025-11-30,1841810.0,472.0,3900.0,1,0.25,0.0
2025-12-01,1314404.0,335.0,3925.0,0,0.0,0.0
2025-12-02,1300879.0,329.0,3949.0,0,0.0,0.0
2025-12-03,1317409.0,332.0,3971.0,0,0.0,0.0
2025-12-04,1246114.0,312.0,3989.0,0,0.0,0.0
2025-12-05,1257948.0,314.0,4004.0,0,0.0,0.0
2025-12-06,1396957.0,348.0,4014.0,0,0.0,0.0
2025-12-07,1412681.0,351.0,4019.0,0,0.0,0.0
2025-12-08,1343999.0,334.0,4019.0,0,0.0,0.0
2025-12-09,1286199.0,320.0,4014.0,0,0.0,0.0
2025-12-10,1310841.0,327.0,4004.0,0,0.0,0.0
2025-12-11,1387215.0,348.0,3989.0,0,0.0,0.0
2025-12-12,1313586.0,331.0,3971.0,0,0.0,0.0
2025-12-13,1496699.0,379.0,3949.0,0,0.0,0.0
2025-12-14,1422404.0,362.0,3925.0,0,0.0,0.0
2025-12-15,1322845.0,339.0,3900.0,0,0.0,0.0
2025-12-16,1290118.0,333.0,3875.0,0,0.0,0.0
2025-12-17,1318370.0,342.0,3851.0,0,0.0,0.0
2025-12-18,1772484.0,463.0,3829.0,1,0.3,0.0
2025-12-19,1657867.0,435.0,3811.0,1,0.3,0.0
2025-12-20,1929693.0,508.0,3796.0,1,0.3,0.0
2025-12-21,1921799.0,508.0,3786.0,1,0.3,0.0
2025-12-22,1711469.0,453.0,3781.0,1,0.3,0.0
2025-12-23,1673945.0,443.0,3781.0,1,0.3,0.0
2025-12-24,1743048.0,460.0,3786.0,1,0.3,0.0
2025-12-25,1925598.0,507.0,3796.0,1,0.3,1.0
2025-12-26,1751757.0,460.0,3811.0,1,0.3,0.0
2025-12-27,1917169.0,501.0,3829.0,1,0.3,0.0
2025-12-28,1989006.0,516.0,3851.0,1,0.3,0.0
2025-12-29,1732534.0,447.0,3875.0,1,0.3,0.0
2025-12-30,1697865.0,435.0,3900.0,1,0.3,0.0
2025-12-31,1752580.0,447.0,3925.0,1,0.3,0.0
2026-01-01,1513350.0,383.0,3949.0,0,0.0,1.0
2026-01-02,1403942.0,354.0,3971.0,0,0.0,0.0
2026-01-03,1515068.0,380.0,3989.0,0,0.0,0.0
2026-01-04,1493956.0,373.0,4004.0,0,0.0,0.0
2026-01-05,1409743.0,351.0,4014.0,0,0.0,0.0
2026-01-06,1290732.0,321.0,4019.0,0,0.0,0.0
2026-01-07,1315749.0,327.0,4019.0,0,0.0,0.0
2026-01-08,1303134.0,325.0,4014.0,0,0.0,0.0
2026-01-09,1327561.0,332.0,4004.0,0,0.0,0.0
2026-01-10,1417940.0,355.0,3989.0,0,0.0,0.0
2026-01-11,1508731.0,380.0,3971.0,0,0.0,0.0
2026-01-12,1335805.0,338.0,3949.0,0,0.0,0.0
2026-01-13,1279816.0,326.0,3925.0,0,0.0,0.0
2026-01-14,1300480.0,333.0,3900.0,0,0.0,0.0
2026-01-15,1360449.0,351.0,3875.0,0,0.0,0.0
2026-01-16,1384199.0,359.0,3851.0,0,0.0,0.0
2026-01-17,1571121.0,410.0,3829.0,0,0.0,0.0
2026-01-18,1612510.0,423.0,3811.0,0,0.0,0.0
2026-01-19,1365453.0,360.0,3796.0,0,0.0,0.0
2026-01-20,1302348.0,344.0,3786.0,0,0.0,0.0
2026-01-21,1250991.0,331.0,3781.0,0,0.0,0.0
2026-01-22,1359020.0,359.0,3781.0,0,0.0,0.0
2026-01-23,1310414.0,346.0,3786.0,0,0.0,0.0
2026-01-24,1463014.0,385.0,3796.0,0,0.0,0.0
2026-01-25,1454152.0,382.0,3811.0,0,0.0,0.0
2026-01-26,1340637.0,350.0,3829.0,0,0.0,0.0
2026-01-27,1394904.0,362.0,3851.0,0,0.0,0.0
2026-01-28,1353949.0,349.0,3875.0,0,0.0,0.0
2026-01-29,1339676.0,344.0,3900.0,0,0.0,0.0
2026-01-30,1300128.0,331.0,3925.0,0,0.0,0.0
2026-01-31,1405940.0,356.0,3949.0,0,0.0,0.0
2026-02-01,1459297.0,368.0,3971.0,0,0.0,0.0
2026-02-02,1343986.0,337.0,3989.0,0,0.0,0.0
2026-02-03,1425828.0,356.0,4004.0,0,0.0,0.0
2026-02-04,1351986.0,337.0,4014.0,0,0.0,0.0
2026-02-05,1390187.0,346.0,4019.0,0,0.0,0.0
2026-02-06,1323324.0,329.0,4019.0,0,0.0,0.0
2026-02-07,1426847.0,355.0,4014.0,0,0.0,0.0
2026-02-08,1436526.0,359.0,4004.0,0,0.0,0.0
2026-02-09,1312575.0,329.0,3989.0,0,0.0,0.0
2026-02-10,1440775.0,363.0,3971.0,0,0.0,0.0
2026-02-11,1307806.0,331.0,3949.0,0,0.0,0.0
2026-02-12,1651172.0,421.0,3925.0,1,0.2,0.0
2026-02-13,1572514.0,403.0,3900.0,1,0.2,0.0
2026-02-14,1816047.0,469.0,3875.0,1,0.2,0.0
2026-02-15,1791102.0,465.0,3851.0,1,0.2,0.0
2026-02-16,1605153.0,419.0,3829.0,1,0.2,0.0
2026-02-17,1610033.0,422.0,3811.0,1,0.2,0.0
2026-02-18,1582059.0,417.0,3796.0,1,0.2,0.0
2026-02-19,1362717.0,360.0,3786.0,0,0.0,0.0
2026-02-20,1321870.0,350.0,3781.0,0,0.0,0.0
2026-02-21,1421089.0,376.0,3781.0,0,0.0,0.0
2026-02-22,1418391.0,375.0,3786.0,0,0.0,0.0
2026-02-23,1349174.0,355.0,3796.0,0,0.0,0.0
2026-02-24,1412144.0,371.0,3811.0,0,0.0,0.0
2026-02-25,1347957.0,352.0,3829.0,0,0.0,0.0
2026-02-26,1335086.0,347.0,3851.0,0,0.0,0.0
2026-02-27,1352951.0,349.0,3875.0,0,0.0,0.0
2026-02-28,1532494.0,393.0,3900.0,0,0.0,0.0
2026-03-01,1483220.0,378.0,3925.0,0,0.0,0.0
2026-03-02,1320569.0,334.0,3949.0,0,0.0,0.0
2026-03-03,1388496.0,350.0,3971.0,0,0.0,0.0
2026-03-04,1357658.0,340.0,3989.0,0,0.0,0.0
2026-03-05,1407121.0,351.0,4004.0,0,0.0,0.0
2026-03-06,1345905.0,335.0,4014.0,0,0.0,0.0
2026-03-07,1415936.0,352.0,4019.0,0,0.0,0.0
2026-03-08,1409081.0,351.0,4019.0,0,0.0,0.0
2026-03-09,1410892.0,351.0,4014.0,0,0.0,0.0
2026-03-10,1413812.0,353.0,4004.0,0,0.0,0.0
2026-03-11,1327817.0,333.0,3989.0,0,0.0,0.0
2026-03-12,1318302.0,332.0,3971.0,0,0.0,0.0
2026-03-13,1400962.0,355.0,3949.0,0,0.0,0.0
2026-03-14,1594718.0,406.0,3925.0,0,0.0,1.0
2026-03-15,1427694.0,366.0,3900.0,0,0.0,0.0
2026-03-16,1363115.0,352.0,3875.0,0,0.0,0.0
2026-03-17,1316071.0,342.0,3851.0,0,0.0,0.0
2026-03-18,1333265.0,348.0,3829.0,0,0.0,0.0
2026-03-19,1325811.0,348.0,3811.0,0,0.0,0.0
2026-03-20,1348032.0,355.0,3796.0,0,0.0,0.0
2026-03-21,1529111.0,404.0,3786.0,0,0.0,0.0
2026-03-22,1469506.0,389.0,3781.0,0,0.0,0.0
2026-03-23,1360878.0,360.0,3781.0,0,0.0,0.0
2026-03-24,1239342.0,327.0,3786.0,0,0.0,0.0
2026-03-25,1329112.0,350.0,3796.0,0,0.0,0.0
2026-03-26,1293072.0,339.0,3811.0,0,0.0,0.0
2026-03-27,1275891.0,333.0,3829.0,0,0.0,0.0
2026-03-28,1423995.0,370.0,3851.0,0,0.0,0.0
2026-03-29,1448186.0,374.0,3875.0,0,0.0,0.0
2026-03-30,1371163.0,352.0,3900.0,0,0.0,0.0
2026-03-31,1270014.0,324.0,3925.0,0,0.0,0.0
2026-04-01,1330844.0,337.0,3949.0,0,0.0,0.0
2026-04-02,1307452.0,329.0,3971.0,0,0.0,0.0
2026-04-03,1314278.0,329.0,3989.0,0,0.0,0.0
2026-04-04,1506825.0,376.0,4004.0,0,0.0,0.0
2026-04-05,1485702.0,370.0,4014.0,0,0.0,0.0
2026-04-06,1388625.0,345.0,4019.0,0,0.0,0.0
2026-04-07,1321319.0,329.0,4019.0,0,0.0,0.0
2026-04-08,1296797.0,323.0,4014.0,0,0.0,0.0
2026-04-09,1317895.0,329.0,4004.0,0,0.0,0.0
2026-04-10,1338748.0,336.0,3989.0,0,0.0,0.0
2026-04-11,1468435.0,370.0,3971.0,0,0.0,0.0
2026-04-12,1411576.0,357.0,3949.0,0,0.0,0.0
2026-04-13,1331593.0,339.0,3925.0,0,0.0,0.0
2026-04-14,1337714.0,343.0,3900.0,0,0.0,0.0
2026-04-15,1440669.0,372.0,3875.0,0,0.0,0.0
2026-04-16,1411794.0,367.0,3851.0,0,0.0,0.0
2026-04-17,1288909.0,337.0,3829.0,0,0.0,0.0
2026-04-18,1447086.0,380.0,3811.0,0,0.0,0.0
2026-04-19,1394164.0,367.0,3796.0,0,0.0,0.0
2026-04-20,1300726.0,344.0,3786.0,0,0.0,0.0
2026-04-21,1341544.0,355.0,3781.0,0,0.0,0.0
2026-04-22,1381657.0,365.0,3781.0,0,0.0,0.0
2026-04-23,1294654.0,342.0,3786.0,0,0.0,0.0
2026-04-24,1298113.0,342.0,3796.0,0,0.0,0.0
2026-04-25,1363792.0,358.0,3811.0,0,0.0,0.0
2026-04-26,1453236.0,379.0,3829.0,0,0.0,0.0
2026-04-27,1280112.0,332.0,3851.0,0,0.0,0.0
2026-04-28,1304257.0,337.0,3875.0,0,0.0,0.0
2026-04-29,1288804.0,330.0,3900.0,0,0.0,0.0
2026-04-30,1324221.0,337.0,3925.0,0,0.0,0.0
2026-05-01,1541895.0,390.0,3949.0,1,0.22,0.0
2026-05-02,1717398.0,433.0,3971.0,1,0.22,0.0
2026-05-03,1879581.0,471.0,3989.0,1,0.22,0.0
2026-05-04,1564014.0,391.0,4004.0,1,0.22,0.0
2026-05-05,1572961.0,392.0,4014.0,1,0.22,0.0
2026-05-06,1705372.0,424.0,4019.0,1,0.22,0.0
2026-05-07,1753860.0,436.0,4019.0,1,0.22,0.0
2026-05-08,1278082.0,318.0,4014.0,0,0.0,0.0
2026-05-09,1447739.0,362.0,4004.0,0,0.0,0.0
2026-05-10,1480132.0,371.0,3989.0,0,0.0,0.0
2026-05-11,1409826.0,355.0,3971.0,0,0.0,0.0
2026-05-12,1288082.0,326.0,3949.0,0,0.0,0.0
2026-05-13,1321931.0,337.0,3925.0,0,0.0,0.0
2026-05-14,1368450.0,351.0,3900.0,0,0.0,0.0
2026-05-15,1353559.0,349.0,3875.0,0,0.0,0.0
2026-05-16,1451070.0,377.0,3851.0,0,0.0,0.0
2026-05-17,1462603.0,382.0,3829.0,0,0.0,0.0
2026-05-18,1273839.0,334.0,3811.0,0,0.0,0.0
2026-05-19,1325610.0,349.0,3796.0,0,0.0,0.0
2026-05-20,1324984.0,350.0,3786.0,0,0.0,0.0
2026-05-21,1348086.0,357.0,3781.0,0,0.0,0.0
2026-05-22,1313340.0,347.0,3781.0,0,0.0,0.0
2026-05-23,1494169.0,395.0,3786.0,0,0.0,0.0
2026-05-24,1519337.0,400.0,3796.0,0,0.0,0.0
2026-05-25,1347546.0,354.0,3811.0,0,0.0,0.0
2026-05-26,1357170.0,354.0,3829.0,0,0.0,0.0
2026-05-27,1344548.0,349.0,3851.0,0,0.0,0.0
2026-05-28,1343000.0,347.0,3875.0,0,0.0,0.0
2026-05-29,1311392.0,336.0,3900.0,0,0.0,0.0
2026-05-30,1493470.0,381.0,3925.0,0,0.0,0.0
2026-05-31,1475857.0,374.0,3949.0,0,0.0,0.0
2026-06-01,1440801.0,363.0,3971.0,0,0.0,0.0
2026-06-02,1418376.0,356.0,3989.0,0,0.0,0.0
2026-06-03,1365931.0,341.0,4004.0,0,0.0,0.0
2026-06-04,1315247.0,328.0,4014.0,0,0.0,0.0
2026-06-05,1300570.0,324.0,4019.0,0,0.0,0.0
2026-06-06,1540468.0,383.0,4019.0,0,0.0,0.0
2026-06-07,1499894.0,374.0,4014.0,0,0.0,0.0
2026-06-08,1375518.0,344.0,4004.0,0,0.0,0.0
2026-06-09,1276551.0,320.0,3989.0,0,0.0,0.0
2026-06-10,1397963.0,352.0,3971.0,0,0.0,0.0
2026-06-11,1377875.0,349.0,3949.0,0,0.0,0.0
2026-06-12,1308679.0,333.0,3925.0,0,0.0,0.0
2026-06-13,1474668.0,378.0,3900.0,0,0.0,0.0
2026-06-14,1509156.0,389.0,3875.0,0,0.0,0.0
2026-06-15,1364832.0,354.0,3851.0,0,0.0,0.0
2026-06-16,1350648.0,353.0,3829.0,0,0.0,0.0
2026-06-17,1360490.0,357.0,3811.0,0,0.0,0.0
2026-06-18,1355184.0,357.0,3796.0,0,0.0,0.0
2026-06-19,1374790.0,363.0,3786.0,0,0.0,0.0
2026-06-20,1572504.0,416.0,3781.0,0,0.0,0.0
2026-06-21,1392384.0,368.0,3781.0,0,0.0,0.0
2026-06-22,1361622.0,360.0,3786.0,0,0.0,0.0
2026-06-23,1381726.0,364.0,3796.0,0,0.0,0.0
2026-06-24,1388630.0,364.0,3811.0,0,0.0,0.0
2026-06-25,1360126.0,355.0,3829.0,0,0.0,0.0
2026-06-26,1299386.0,337.0,3851.0,0,0.0,0.0
2026-06-27,1532803.0,396.0,3875.0,0,0.0,0.0
2026-06-28,1597563.0,410.0,3900.0,0,0.0,0.0
2026-06-29,1314292.0,335.0,3925.0,0,0.0,0.0
2026-06-30,1423862.0,361.0,3949.0,0,0.0,0.0
2026-07-01,1371904.0,346.0,3971.0,0,0.0,0.0
2026-07-02,1385650.0,347.0,3989.0,0,0.0,0.0
2026-07-03,1342774.0,335.0,4004.0,0,0.0,0.0
2026-07-04,1516066.0,378.0,4014.0,0,0.0,0.0
2026-07-05,1591590.0,396.0,4019.0,0,0.0,0.0
2026-07-06,1421751.0,354.0,4019.0,0,0.0,0.0
2026-07-07,1475324.0,368.0,4014.0,0,0.0,0.0
2026-07-08,1452214.0,363.0,4004.0,0,0.0,0.0
2026-07-09,1420873.0,356.0,3989.0,0,0.0,0.0
2026-07-10,1481497.0,373.0,3971.0,0,0.0,0.0
2026-07-11,1565197.0,396.0,3949.0,0,0.0,0.0
2026-07-12,1584846.0,404.0,3925.0,0,0.0,0.0
2026-07-13,1395523.0,358.0,3900.0,0,0.0,0.0
2026-07-14,1413855.0,365.0,3875.0,0,0.0,0.0
2026-07-15,1381490.0,359.0,3851.0,0,0.0,0.0
2026-07-16,1459439.0,381.0,3829.0,0,0.0,0.0
2026-07-17,1363939.0,358.0,3811.0,0,0.0,0.0
2026-07-18,1596147.0,420.0,3796.0,0,0.0,0.0
2026-07-19,1554667.0,411.0,3786.0,0,0.0,0.0
2026-07-20,1475953.0,390.0,3781.0,0,0.0,0.0
2026-07-21,1459170.0,386.0,3781.0,0,0.0,0.0
2026-07-22,1509463.0,399.0,3786.0,0,0.0,0.0
2026-07-23,1462590.0,385.0,3796.0,0,0.0,0.0
2026-07-24,1361154.0,357.0,3811.0,0,0.0,0.0
2026-07-25,1574501.0,411.0,3829.0,0,0.0,0.0
2026-07-26,1527223.0,397.0,3851.0,0,0.0,0.0
2026-07-27,1415251.0,365.0,3875.0,0,0.0,0.0
2026-07-28,1508839.0,387.0,3900.0,0,0.0,0.0
2026-07-29,1471801.0,375.0,3925.0,0,0.0,0.0
2026-07-30,1413954.0,358.0,3949.0,0,0.0,0.0
2026-07-31,1402098.0,353.0,3971.0,0,0.0,0.0
2026-08-01,1596520.0,400.0,3989.0,0,0.0,0.0
2026-08-02,1542875.0,385.0,4004.0,0,0.0,0.0
2026-08-03,1424537.0,355.0,4014.0,0,0.0,0.0
2026-08-04,1471149.0,366.0,4019.0,0,0.0,0.0
2026-08-05,1511483.0,376.0,4019.0,0,0.0,0.0
2026-08-06,1489287.0,371.0,4014.0,0,0.0,0.0
2026-08-07,1361197.0,340.0,4004.0,0,0.0,0.0
2026-08-08,1627100.0,408.0,3989.0,0,0.0,0.0
2026-08-09,1619327.0,408.0,3971.0,0,0.0,0.0
2026-08-10,1784568.0,452.0,3949.0,1,0.2,0.0
2026-08-11,1841627.0,469.0,3925.0,1,0.2,0.0
2026-08-12,1679020.0,431.0,3900.0,1,0.2,0.0
2026-08-13,1748248.0,451.0,3875.0,1,0.2,0.0
2026-08-14,1804433.0,469.0,3851.0,1,0.2,0.0
2026-08-15,2122834.0,554.0,3829.0,1,0.2,1.0
2026-08-16,2028671.0,532.0,3811.0,1,0.2,0.0
2026-08-17,1505657.0,397.0,3796.0,0,0.0,0.0
2026-08-18,1529710.0,404.0,3786.0,0,0.0,0.0
2026-08-19,1468464.0,388.0,3781.0,0,0.0,0.0
2026-08-20,1533326.0,406.0,3781.0,0,0.0,0.0
2026-08-21,1547346.0,409.0,3786.0,0,0.0,0.0
2026-08-22,1662492.0,438.0,3796.0,0,0.0,0.0
2026-08-23,1665389.0,437.0,3811.0,0,0.0,0.0
2026-08-24,1519145.0,397.0,3829.0,0,0.0,0.0
2026-08-25,1470713.0,382.0,3851.0,0,0.0,0.0
2026-08-26,1505514.0,389.0,3875.0,0,0.0,0.0
2026-08-27,1507883.0,387.0,3900.0,0,0.0,0.0
2026-08-28,1534598.0,391.0,3925.0,0,0.0,0.0
2026-08-29,1716935.0,435.0,3949.0,0,0.0,0.0
2026-08-30,1627175.0,410.0,3971.0,0,0.0,0.0
2026-08-31,1519538.0,381.0,3989.0,0,0.0,0.0
2026-09-01,1594440.0,398.0,4004.0,0,0.0,0.0
